Column1,ID,weight,female,white,income,highered,interest,party_01,dem_strength_01,rep_strength_01,affect_dem_01,affect_rep_01,troll_01,know_01,cynicism_01,ideo_01,crt_01,age_01,part_online_01,age_grp2,troll,cynicism,know,dem_strength,rep_strength,affect_dem,affect_rep,partyid,ideology,crt,part_online,no_followers,dig_literacy,meantrust,Left,LeanLeft,Center,LeanRight,Right,Bakshy_StrongLeft,Bakshy_LeanLeft,Bakshy_Center,Bakshy_LeanRight,Bakshy_StrongRight,grinberg,grinberg_rep,grinberg_dem,grinberg_rep_black,grinberg_rep_red,grinberg_rep_orange,grinberg_dem_black,grinberg_dem_red,grinberg_dem_orange,Mixed,realnewscount,rep,dem,fakenewstot,black_rep,black_dem,black_no_pol,red_rep,red_dem,red_no_pol,orange_rep,orange_dem,orange_no_pol,fn_dummy,fn_dummy_dem,fn_dummy_rep,rn_dummy,realnews_dem,rn_dummy_dem,realnews_rep,rn_dummy_rep,rn_dummy_center,real_left,real_leanLeft,real_center,real_leanRight,real_right,log_center,log_lean_dem,log_lean_rep,log_extreme_dem,log_extreme_rep,log_fn_dem,log_fn_rep,log_rn_dem,log_rn_rep,log_real,log_fake,black_rep_dummy,black_dem_dummy,black_no_pol_dummy,red_rep_dummy,red_dem_dummy,red_no_pol_dummy,orange_rep_dummy,orange_dem_dummy,orange_no_pol_dummy,black_total,red_total,orange_total,fn_dummy_grinberg,fn_dummy_dem_grinberg,fn_dummy_rep_grinberg,black_rep_dummy_grinberg,black_dem_dummy_grinberg,red_rep_dummy_grinberg,red_dem_dummy_grinberg,orange_rep_dummy_grinberg,orange_dem_dummy_grinberg,black_total_grinberg,red_total_grinberg,orange_total_grinberg,realnewscount_Bakshy,rn_dummy_bakshy,realnews_dem_bakshy,rn_dummy_dem_bakshy,realnews_rep_bakshy,rn_dummy_rep_bakshy,rn_dummy_center_bakshy,real_left_bakshy,real_leanLeft_bakshy,real_center_bakshy,real_leanRight_bakshy,real_right_bakshy,log_center_bakshy,log_lean_dem_bakshy,log_lean_rep_bakshy,log_extreme_dem_bakshy,log_extreme_rep_bakshy,log_rn_dem_bakshy,log_rn_rep_bakshy,log_real_bakshy,fn_dummy_infowars,fn_dummy_repinfowars,realnews_rep_infowars,log_rep_fn_infowars,log_rep_rn,log_extreme_rep_infowars,log_fake_infowars
1,9623,1.17610434217,0,1,4,0,4,0.0,0.5,0.0,0.722222222222222,0.222222222222222,0.0833333333333333,1.0,0.825,0.142857142857143,1.0,0.153846153846154,0.0333333333333333,3,1.5,4.125,5,4.0,1.0,5.33333333333333,2.33333333333333,1,1,4,1.2,1,0.866666666666667,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2,6468,1.28926287737,0,0,9,1,4,1.0,0.0555555555555555,0.777777777777778,0.361111111111111,0.472222222222222,0.0,0.8,0.8,0.857142857142857,0.25,0.230769230769231,0.0666666666666667,4,1.0,4.0,4,1.33333333333333,5.66666666666667,3.16666666666667,3.83333333333333,7,6,1,1.4,1,1,NA,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1.09861228866811,0.693147180559945,0.0,0.0,0.0,0.0,0.0,0.693147180559945,0.0,1.38629436111989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,1.38629436111989,0.0,0.0,0.0,0.0,0.0,0.0,1.38629436111989,0,0,0,0.0,0.0,0.0,0.0
3,85884,1.03559364263,1,1,5,0,1,0.5,0.0,0.0,NA,NA,0.0,0.0,0.8,0.571428571428571,0.5,0.0,0.0,1,1.0,4.0,0,1.0,1.0,NA,NA,4,4,2,1.0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
4,43917,1.01409908246,0,1,7,0,4,1.0,0.111111111111111,0.388888888888889,0.305555555555556,0.611111111111111,0.0416666666666667,1.0,1.0,1.0,0.75,0.692307692307692,0.15,10,1.25,5.0,5,1.66666666666667,3.33333333333333,2.83333333333333,4.66666666666667,7,7,3,1.9,1,0.633333333333333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
5,3068,0.854365070542,1,1,6,0,2,0.166666666666667,0.0,0.0,0.583333333333333,0.472222222222222,0.0,0.4,0.75,0.571428571428571,0.5,0.538461538461538,0.0,8,1.0,3.75,2,1.0,1.0,4.5,3.83333333333333,2,4,2,1.0,1,0.8,0.56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0.693147180559945,0.0,0.0,0.0,0.0,0.0,0.693147180559945,0.0,0.693147180559945,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0.693147180559945,0.0,0.0,0.0,0.0,0.0,0.0,0.693147180559945,0,0,0,0.0,0.0,0.0,0.0
6,57980,0.892621120892,1,1,5,0,3,1.0,0.611111111111111,0.5,0.5,0.555555555555555,0.875,0.2,0.725,0.714285714285714,0.5,0.153846153846154,0.366666666666667,3,6.25,3.625,1,4.66666666666667,4.0,4,4.33333333333333,7,5,2,3.2,1,0.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
7,38065,1.16056656861,1,0,8,1,2,0.5,0.0,0.111111111111111,0,0.5,0.0,0.4,1.35,0.571428571428571,0.5,0.615384615384615,0.0666666666666667,9,1.0,6.75,2,1.0,1.66666666666667,1,4,4,4,2,1.4,1,NA,0.622916666666667,12,16,6,4,4,5,11,9,1,5,4,4,0,1,1,2,0,0,0,0,42,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,28,1,8,1,1,1,1,1,1,1,1.94591014905531,2.83321334405622,1.6094379124341,2.56494935746154,1.6094379124341,0.0,0.693147180559945,3.36729582998647,2.19722457733622,3.76120011569356,0.693147180559945,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,2,31,1,16,1,6,1,1,1,1,1,1,1,2.30258509299405,2.484906649788,0.693147180559945,1.79175946922805,1.79175946922805,2.83321334405622,1.94591014905531,3.46573590279973,1,1,8,0.693147180559945,2.19722457733622,1.6094379124341,0.693147180559945
8,29895,0.968213044065,0,1,13,1,4,0.333333333333333,0.222222222222222,0.0555555555555555,0.694444444444445,0,0.0,1.0,1.05,0.428571428571429,0.5,0.615384615384615,0.0666666666666667,9,1.0,5.25,5,2.33333333333333,1.33333333333333,5.16666666666667,1,3,3,2,1.4,1,0.8,0.782,4,6,6,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,1,1,1,1,0,0,1.94591014905531,1.94591014905531,0.0,1.6094379124341,0.0,0.0,0.0,2.39789527279837,0.0,2.83321334405622,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,11,1,0,0,1,1,1,1,0,0,1.38629436111989,2.07944154167984,0.0,1.6094379124341,0.0,2.484906649788,0.0,2.70805020110221,0,0,0,0.0,0.0,0.0,0.0
9,88168,0.966828979761,0,1,12,1,5,0.0,0.166666666666667,0.0,0.472222222222222,0.0833333333333333,0.0,1.0,0.975,0.142857142857143,0.5,0.230769230769231,0.05,4,1.0,4.875,5,2.0,1.0,3.83333333333333,1.5,1,1,2,1.3,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
10,57461,0.988556510142,0,1,10,1,4,0.833333333333333,0.0,0.5,0.5,0.638888888888889,0.0,1.0,1.25,0.857142857142857,0.5,0.846153846153846,0.216666666666667,12,1.0,6.25,5,1.0,4.0,4,4.83333333333333,6,6,2,2.3,1,NA,0.131346153846154,2,3,3,5,12,1,2,4,0,17,14,14,0,0,0,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,17,1,1,1,1,1,1,1,1.38629436111989,1.38629436111989,1.79175946922805,1.09861228866811,2.56494935746154,0.0,0.0,1.79175946922805,2.89037175789616,3.25809653802148,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,24,1,3,1,17,1,1,1,1,1,0,1,1.6094379124341,1.09861228866811,0.0,0.693147180559945,2.89037175789616,1.38629436111989,2.89037175789616,3.2188758248682,0,0,17,0.0,2.89037175789616,2.56494935746154,0.0
11,10898,0.966828979761,0,1,4,1,3,0.0,0.0555555555555555,0.0,NA,0.0277777777777778,0.0833333333333333,0.6,1.35,0.285714285714286,1.0,0.384615384615385,0.0333333333333333,6,1.5,6.75,3,1.33333333333333,1.0,NA,1.16666666666667,1,2,4,1.2,1,0.8,0.7175,1,7,3,1,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1,1,1,1,1,0,1.38629436111989,2.07944154167984,0.693147180559945,0.693147180559945,0.0,0.0,0.0,2.19722457733622,0.693147180559945,2.56494935746154,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,11,1,1,1,0,1,1,0,0,1,0.0,2.39789527279837,0.0,0.693147180559945,0.693147180559945,2.484906649788,0.693147180559945,2.56494935746154,0,0,1,0.0,0.693147180559945,0.0,0.0
12,91341,0.853451739831,1,1,3,0,4,0.0,0.5,0.0,0.944444444444445,0,0.125,0.6,1.125,0.142857142857143,0.25,0.538461538461538,0.0,8,1.75,5.625,3,4.0,1.0,6.66666666666667,1,1,1,1,1.0,1,0.4,0.511764705882353,18,10,12,2,2,6,15,10,0,4,1,1,0,0,0,1,0,0,0,0,44,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,1,28,1,4,1,1,1,1,1,1,1,2.56494935746154,2.39789527279837,1.09861228866811,2.94443897916644,1.09861228866811,1.38629436111989,0.0,3.36729582998647,1.6094379124341,3.80666248977032,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,35,1,21,1,4,1,1,1,1,1,0,1,2.39789527279837,2.77258872223978,0.0,1.94591014905531,1.6094379124341,3.09104245335832,1.6094379124341,3.58351893845611,1,0,4,0.0,1.6094379124341,1.09861228866811,1.38629436111989
13,88018,0.966828979761,0,1,2,0,5,0.5,0.277777777777778,0.0,0.222222222222222,0,0.0833333333333333,1.0,1.375,0.142857142857143,0.75,0.307692307692308,0.35,5,1.5,6.875,5,2.66666666666667,1.0,2.33333333333333,1,4,1,3,3.1,1,0.7,0.221805555555556,55,27,22,1,1,44,8,25,2,2,11,6,5,0,0,6,0,0,5,0,106,0,0,5,0,0,0,0,0,0,0,0,5,1,0,0,1,82,1,2,1,1,1,1,1,1,1,3.13549421592915,3.3322045101752,0.693147180559945,4.02535169073515,0.693147180559945,0.0,0.0,4.4188406077966,1.09861228866811,4.67282883446191,1.79175946922805,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,11,81,1,52,1,4,1,1,1,1,1,1,1,3.25809653802148,2.19722457733622,1.09861228866811,3.80666248977032,1.09861228866811,3.97029191355212,1.6094379124341,4.40671924726425,1,0,2,0.0,1.09861228866811,0.693147180559945,1.79175946922805
14,5893,1.07280919922,0,0,7,0,5,0.0,0.111111111111111,0.0,0.833333333333333,0.0833333333333333,0.125,0.4,0.975,0.142857142857143,0.5,0.615384615384615,0.133333333333333,9,1.75,4.875,2,1.66666666666667,1.0,6,1.5,1,1,2,1.8,1,1,0.84,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0.693147180559945,0.0,0.0,0.0,0.0,0.0,0.693147180559945,0.0,0.693147180559945,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0.693147180559945,0.0,0.0,0.0,0.693147180559945,0.0,0.693147180559945,0,0,0,0.0,0.0,0.0,0.0
15,2603,0.823965327339,1,0,97,0,3,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.555555555555555,0.166666666666667,0.8,0.825,0.571428571428571,0.5,0.538461538461538,0.366666666666667,8,2.0,4.125,4,3.0,3.0,4,4.33333333333333,5,4,2,3.2,1,0.6,0.584615384615385,5,7,11,6,25,6,10,5,2,26,2,2,0,0,2,0,0,0,0,0,54,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,12,1,31,1,1,1,1,1,1,1,2.484906649788,2.07944154167984,1.94591014905531,1.79175946922805,3.25809653802148,0.0,0.0,2.56494935746154,3.46573590279973,4.00733318523247,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,49,1,16,1,28,1,1,1,1,1,1,1,1.79175946922805,2.39789527279837,1.09861228866811,1.94591014905531,3.29583686600433,2.83321334405622,3.36729582998647,3.91202300542815,1,0,31,0.0,3.46573590279973,3.25809653802148,0.693147180559945
16,21703,0.853451739831,1,1,9,1,4,0.0,0.555555555555555,0.0555555555555555,0.833333333333333,0.166666666666667,0.25,0.6,0.7,0.142857142857143,0.25,0.538461538461538,0.266666666666667,8,2.5,3.5,3,4.33333333333333,1.33333333333333,6,2,1,1,1,2.6,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
17,14795,1.17484706674,0,1,3,1,5,0.0,0.777777777777778,0.166666666666667,0.527777777777778,0.166666666666667,0.5,1.0,0.9,0.142857142857143,1.0,0.0,0.15,1,4.0,4.5,5,5.66666666666667,2.0,4.16666666666667,2,1,1,4,1.9,1,NA,0.778541666666667,8,51,32,1,4,8,69,10,7,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,1,5,1,1,1,1,1,1,1,3.49650756146648,3.95124371858143,0.693147180559945,2.19722457733622,1.6094379124341,0.0,0.0,4.0943445622221,1.79175946922805,4.57471097850338,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,77,1,7,1,1,1,1,1,1,0,2.39789527279837,4.24849524204936,2.07944154167984,2.19722457733622,0.0,4.35670882668959,2.07944154167984,4.55387689160054,0,0,5,0.0,1.79175946922805,1.6094379124341,0.0
18,99563,0.954402282469,0,0,97,1,4,0.333333333333333,0.444444444444444,0.277777777777778,0.5,0.0833333333333333,0.0416666666666667,1.0,1.05,0.571428571428571,0.75,0.769230769230769,0.283333333333333,11,1.25,5.25,5,3.66666666666667,2.66666666666667,4,1.5,3,4,3,2.7,1,0.733333333333333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
19,41790,0.871383915631,1,1,5,1,5,0.5,0.111111111111111,0.111111111111111,0.361111111111111,0.277777777777778,0.0,1.0,1.0,0.428571428571429,0.25,0.846153846153846,0.333333333333333,12,1.0,5.0,5,1.66666666666667,1.66666666666667,3.16666666666667,2.66666666666667,4,3,1,3.0,1,0.866666666666667,0.791086956521739,8,51,57,0,1,4,73,22,6,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,1,1,1,1,1,1,1,0,1,4.06044301054642,3.95124371858143,0.0,2.19722457733622,0.693147180559945,0.0,0.0,4.0943445622221,0.693147180559945,4.77068462446567,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,77,1,6,1,1,1,1,1,1,0,3.13549421592915,4.30406509320417,1.94591014905531,1.6094379124341,0.0,4.35670882668959,1.94591014905531,4.66343909411207,0,0,1,0.0,0.693147180559945,0.693147180559945,0.0
20,33072,0.822787465706,1,0,13,1,2,0.5,0.166666666666667,0.277777777777778,0.333333333333333,0.333333333333333,0.0,0.6,1.25,0.571428571428571,0.25,0.384615384615385,0.166666666666667,6,1.0,6.25,3,2.0,2.66666666666667,3,3,4,4,1,2.0,1,0.8,NA,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0.0,1.09861228866811,0.0,0.0,0.0,0.0,0.0,1.09861228866811,0.0,1.09861228866811,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,1,0,0,0,0.0,1.09861228866811,0.0,0.0,0.0,1.09861228866811,0.0,1.09861228866811,0,0,0,0.0,0.0,0.0,0.0
21,89940,1.13425657567,0,0,6,1,2,1.0,0.0,0.333333333333333,0,1,0.5,0.4,0.75,0.857142857142857,0.75,0.0769230769230769,0.116666666666667,2,4.0,3.75,2,1.0,3.0,1,7,7,6,3,1.7,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
22,44405,0.986991575039,0,1,4,1,3,0.666666666666667,0.111111111111111,0.277777777777778,0.166666666666667,0.361111111111111,0.0416666666666667,0.8,0.7,0.714285714285714,0.5,0.153846153846154,0.0166666666666667,3,1.25,3.5,4,1.66666666666667,2.66666666666667,2,3.16666666666667,5,5,2,1.1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
23,35607,0.892621120892,1,1,5,1,2,0.0,0.5,0.111111111111111,0.416666666666667,0.361111111111111,0.0,0.4,0.725,0.142857142857143,0.75,0.384615384615385,0.1,6,1.0,3.625,2,4.0,1.66666666666667,3.5,3.16666666666667,1,1,3,1.6,1,0.433333333333333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
24,89073,1.03559364263,1,1,8,0,4,0.333333333333333,0.611111111111111,0.0,0.361111111111111,0.0277777777777778,0.125,0.8,1.3,0.285714285714286,0.5,0.0769230769230769,0.183333333333333,2,1.75,6.5,4,4.66666666666667,1.0,3.16666666666667,1.16666666666667,3,2,2,2.1,1,1,0.58,4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,1,1,0,0,0,0.0,1.6094379124341,0.0,1.6094379124341,0.0,0.0,0.0,2.19722457733622,0.0,2.19722457733622,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,1,0,0,0,1,1,0,0,0,0.0,1.6094379124341,0.0,1.6094379124341,0.0,2.19722457733622,0.0,2.19722457733622,0,0,0,0.0,0.0,0.0,0.0
25,57664,1.17484706674,0,1,11,1,5,0.0,0.666666666666667,0.0555555555555555,0.861111111111111,0.0277777777777778,0.0,1.0,0.925,0.285714285714286,0.5,0.153846153846154,0.333333333333333,3,1.0,4.625,5,5.0,1.33333333333333,6.16666666666667,1.16666666666667,1,2,2,3.0,1,0.933333333333333,0.91,2,4,6,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,1,1,1,1,0,0,1.94591014905531,1.6094379124341,0.0,1.09861228866811,0.0,0.0,0.0,1.94591014905531,0.0,2.56494935746154,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,8,1,0,0,1,1,1,1,0,0,1.6094379124341,1.79175946922805,0.0,1.38629436111989,0.0,2.19722457733622,0.0,2.56494935746154,0,0,0,0.0,0.0,0.0,0.0
26,31338,1.03559364263,1,1,4,0,3,0.166666666666667,0.111111111111111,0.0555555555555555,0.666666666666667,NA,0.0,0.4,0.85,0.571428571428571,0.5,0.0769230769230769,0.0666666666666667,2,1.0,4.25,2,1.66666666666667,1.33333333333333,5,NA,2,4,2,1.4,1,0.433333333333333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
27,76911,1.00809339689,0,1,12,1,4,0.333333333333333,0.277777777777778,0.0555555555555555,0.388888888888889,0.0277777777777778,0.125,1.0,0.875,0.428571428571429,0.5,0.923076923076923,0.25,13,1.75,4.375,5,2.66666666666667,1.33333333333333,3.33333333333333,1.16666666666667,3,3,2,2.5,1,0.566666666666667,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
28,67448,1.01409908246,0,1,97,1,4,0.666666666666667,0.0,0.5,NA,0.388888888888889,0.0,1.0,1.05,1.0,0.25,0.538461538461538,0.1,8,1.0,5.25,5,1.0,4.0,NA,3.33333333333333,5,7,1,1.6,1,NA,0.66,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.09861228866811,0.0,0.0,0.0,1.09861228866811,0.0,1.09861228866811,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.09861228866811,0.0,1.09861228866811,0.0,1.09861228866811,0,0,0,0.0,0.0,0.0,0.0
29,87433,1.03670189449,1,1,1,0,1,0.5,0.277777777777778,0.277777777777778,0.5,0.5,0.5,0.4,0.925,0.571428571428571,0.75,0.0,0.0,1,4.0,4.625,2,2.66666666666667,2.66666666666667,4,4,4,4,3,1.0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
